"","text","anger","anticipation","disgust","fear","joy","sadness","surprise","trust","negative","positive"
"10121","line",0,0,0,0,0,0,0,0,0,0
"10122","youthful",0,0,0,0,0,0,0,0,0,0
"10123","employees",0,0,0,0,0,0,0,0,0,0
"10124","encouraging",0,0,0,0,0,0,0,0,0,0
"10125","enter",0,0,0,0,0,0,0,0,0,0
"10126","support",0,0,0,0,0,0,0,0,0,0
"10127","upkeep",0,0,0,0,0,0,0,0,0,0
"10128","museum",0,0,0,0,0,0,0,0,0,0
"10129","prebooked",0,0,0,0,0,0,0,0,0,0
"10130","tickets",0,0,0,0,0,0,0,0,0,0
"10131","exhibition",0,0,0,0,0,0,0,0,0,0
"10132","visit",0,0,0,0,0,0,0,0,0,1
"10133","british",0,0,0,0,0,0,0,0,0,0
"10134","museum",0,0,0,0,0,0,0,0,0,0
"10135","yesterdayand",0,0,0,0,0,0,0,0,0,0
"10136","left",0,0,0,0,0,0,0,0,0,0
"10137","words",1,0,0,0,0,0,0,0,1,0
"10138","amazing",0,0,0,0,0,0,0,0,0,0
"10139","collection",0,0,0,0,0,0,0,0,0,0
"10140","museum",0,0,0,0,0,0,0,0,0,0
"10141","friends",0,0,0,0,0,0,0,0,0,0
"10142","lobby",0,0,0,0,0,0,0,0,0,0
"10143","pictures",0,0,0,0,0,0,0,0,0,0
"10144","view",0,0,0,0,0,0,0,0,0,0
"10145","worth",0,0,0,0,0,0,0,0,0,1
"10146","trip",0,0,0,0,0,0,1,0,0,0
"10147","amount",0,0,0,0,0,0,0,0,0,0
"10148","items",0,0,0,0,0,0,0,0,0,0
"10149","museum",0,0,0,0,0,0,0,0,0,0
"10150","extra",0,0,0,0,0,0,0,0,0,1
"10151","ordinary",0,0,0,0,0,0,0,0,0,0
"10152","walk",0,0,0,0,0,0,0,0,0,0
"10153","hours",0,0,0,0,0,0,0,0,0,0
"10154","study",0,0,0,0,0,0,0,0,0,1
"10155","lot",0,0,0,0,0,0,0,0,0,0
"10156","lot",0,0,0,0,0,0,0,0,0,0
"10157","learn",0,0,0,0,0,0,0,0,0,1
"10158","coffee",0,0,0,0,0,0,0,0,0,0
"10159","shops",0,0,0,0,0,0,0,0,0,0
"10160","spread",0,0,0,0,0,0,0,0,0,0
"10161","beat",0,0,0,0,0,0,0,0,0,0
"10162","crowds",0,0,0,0,0,0,0,0,0,0
"10163","sunday",0,0,0,0,0,0,0,0,0,0
"10164","lots",0,0,0,0,0,0,0,0,0,0
"10165","wander",0,0,0,0,0,0,0,0,0,0
"10166","knowing",0,0,0,0,0,0,0,0,0,1
"10167","youve",0,0,0,0,0,0,0,0,0,0
"10168","found",0,0,0,0,1,0,0,1,0,1
"10169","realised",0,0,0,0,0,0,0,0,0,0
"10170","bought",0,0,0,0,0,0,0,0,0,0
"10171","map",0,0,0,0,0,0,0,0,0,0
"10172","left",0,0,0,0,0,0,0,0,0,0
"10173","devices",0,0,0,0,0,0,0,0,0,0
"10174","free",0,0,0,0,0,0,0,0,0,0
"10175","favourite",0,0,0,0,0,0,0,0,0,0
"10176","museums",0,0,0,0,0,0,0,0,0,0
"10177","week",0,0,0,0,0,0,0,0,0,0
"10178","experience",0,0,0,0,0,0,0,0,0,0
"10179","inch",0,0,0,0,0,0,0,0,0,0
"10180","huge",0,0,0,0,0,0,0,0,0,0
"10181","building",0,0,0,0,0,0,0,0,0,1
"10182","negative",0,0,0,0,0,1,0,0,1,0
"10183","eating",0,0,0,0,0,0,0,0,0,0
"10184","sufficient",0,0,0,0,0,0,0,0,0,0
"10185","staff",0,0,0,0,0,0,0,0,0,0
"10186","serve",0,0,0,0,0,0,0,1,1,0
"10187","counter",0,0,0,0,0,0,0,0,0,0
"10188","exceptional",0,0,0,0,0,0,0,0,0,0
"10189","lucky",0,0,0,0,1,0,1,0,0,1
"10190","museum",0,0,0,0,0,0,0,0,0,0
"10191","range",0,0,0,0,0,0,0,0,0,0
"10192","exhibits",0,0,0,0,0,0,0,0,0,0
"10193","prices",0,0,0,0,0,0,0,0,0,0
"10194","societies",0,0,0,0,0,0,0,0,0,0
"10195","cultures",0,0,0,0,0,0,0,0,0,0
"10196","world",0,0,0,0,0,0,0,0,0,0
"10197","awe",0,0,0,0,0,0,0,0,0,0
"10198","inspiring",0,0,0,0,0,0,0,0,0,0
"10199","humbling",0,0,0,0,0,0,0,0,0,0
"10200","artefacts",0,0,0,0,0,0,0,0,0,0
"10201","we’re",0,0,0,0,0,0,0,0,0,0
"10202","created",0,0,0,0,0,0,0,0,0,0
"10203","treasured",0,0,0,0,0,0,0,0,0,0
"10204","people",0,0,0,0,0,0,0,0,0,0
"10205","lived",0,0,0,0,0,0,0,0,0,0
"10206","thousands",0,0,0,0,0,0,0,0,0,0
"10207","ago",0,0,0,0,0,0,0,0,0,0
"10208","amazing",0,0,0,0,0,0,0,0,0,0
"10209","level",0,0,0,0,0,0,0,1,0,1
"10210","sophistication",0,0,0,0,0,0,0,0,0,0
"10211","it’s",0,0,0,0,0,0,0,0,0,0
"10212","beautiful",0,0,0,0,1,0,0,0,0,1
"10213","exhibition",0,0,0,0,0,0,0,0,0,0
"10214","exhibits",0,0,0,0,0,0,0,0,0,0
"10215","amazing",0,0,0,0,0,0,0,0,0,0
"10216","worth",0,0,0,0,0,0,0,0,0,1
"10217","it’s",0,0,0,0,0,0,0,0,0,0
"10218","beautiful",0,0,0,0,1,0,0,0,0,1
"10219","roof",0,0,0,0,0,0,0,0,0,0
"10220","uplifts",0,0,0,0,0,0,0,0,0,0
"10221","spirit",0,0,0,0,0,0,0,0,0,1
"10222","illuminates",0,0,0,0,0,0,0,0,0,0
"10223","heart",0,0,0,0,0,0,0,0,0,0
"10224","time",0,1,0,0,0,0,0,0,0,0
"10225","research",0,0,0,0,0,0,0,0,0,0
"10226","era",0,0,0,0,0,0,0,0,0,0
"10227","fantastic",0,0,0,0,0,0,0,0,0,0
"10228","collection",0,0,0,0,0,0,0,0,0,0
"10229","artwork",0,0,0,0,0,0,0,0,0,0
"10230","archeological",0,0,0,0,0,0,0,0,0,0
"10231","slightly",0,0,0,0,0,0,0,0,0,0
"10232","surprised",0,0,0,0,0,0,1,0,0,0
"10233","normal",0,0,0,0,0,0,0,0,0,0
"10234","excellent",0,0,0,0,1,0,0,1,0,1
"10235","layout",0,0,0,0,0,0,0,0,0,0
"10236","bm",0,0,0,0,0,0,0,0,0,0
"10237","special",0,0,0,0,1,0,0,0,0,1
"10238","exhibitions",0,0,0,0,0,0,0,0,0,0
"10239","usual",0,0,0,0,0,0,0,1,0,1
"10240","standards",0,0,0,0,0,0,0,0,0,0
"10241","exhibition",0,0,0,0,0,0,0,0,0,0
"10242","overcrowded",0,0,0,0,0,0,0,0,0,0
"10243","hard",0,0,0,0,0,0,0,0,0,0
"10244","enjoy",0,1,0,0,1,0,0,1,0,1
"10245","amazing",0,0,0,0,0,0,0,0,0,0
"10246","building",0,0,0,0,0,0,0,0,0,1
"10247","spent",0,0,0,0,0,0,0,0,1,0
"10248","hours",0,0,0,0,0,0,0,0,0,0
"10249","attractions",0,0,0,0,0,0,0,0,0,0
"10250","museum",0,0,0,0,0,0,0,0,0,0
"10251","history",0,0,0,0,0,0,0,0,0,0
"10252","culture",0,0,0,0,0,0,0,0,0,1
"10253","world",0,0,0,0,0,0,0,0,0,0
"10254","aroundyou",0,0,0,0,0,0,0,0,0,0
"10255","greekindianromanegyptianafricanchinesemoggolian",0,0,0,0,0,0,0,0,0,0
"10256","historical",0,0,0,0,0,0,0,0,0,0
"10257","collections",0,0,0,0,0,0,0,0,0,0
"10258","fantastic",0,0,0,0,0,0,0,0,0,0
"10259","visit",0,0,0,0,0,0,0,0,0,1
"10260","beautiful",0,0,0,0,1,0,0,0,0,1
"10261","building",0,0,0,0,0,0,0,0,0,1
"10262","revisit",0,0,0,0,0,0,0,0,0,0
"10263","times",0,0,0,0,0,0,0,0,0,0
"10264","visited",0,0,0,0,0,0,0,0,0,0
"10265","egyptian",0,0,0,0,0,0,0,0,0,0
"10266","roman",0,0,0,0,0,0,0,0,0,0
"10267","amazing",0,0,0,0,0,0,0,0,0,0
"10268","types",0,0,0,0,0,0,0,0,0,0
"10269","arts",0,0,0,0,0,0,0,0,0,0
"10270","cultures",0,0,0,0,0,0,0,0,0,0
"10271","history",0,0,0,0,0,0,0,0,0,0
"10272","inside",0,0,0,0,0,0,0,0,0,0
"10273","building",0,0,0,0,0,0,0,0,0,1
"10274","breathtaking",0,0,0,0,0,0,0,0,0,0
"10275","visit",0,0,0,0,0,0,0,0,0,1
"10276","british",0,0,0,0,0,0,0,0,0,0
"10277","museum",0,0,0,0,0,0,0,0,0,0
"10278","book",0,0,0,0,0,0,0,0,0,0
"10279","day",0,0,0,0,0,0,0,0,0,0
"10280","worth",0,0,0,0,0,0,0,0,0,1
"10281","days",0,0,0,0,0,0,0,0,0,0
"10282","audio",0,0,0,0,0,0,0,0,0,0
"10283","docent",0,0,0,0,0,0,0,0,0,0
"10284","lead",0,0,0,0,0,0,0,0,0,1
"10285","tours",0,0,0,0,0,0,0,0,0,0
"10286","learned",0,0,0,0,0,0,0,0,0,0
"10287","miss",0,0,0,0,0,0,0,0,0,0
"10288","chance",0,0,0,0,0,0,1,0,0,0
"10289","visit",0,0,0,0,0,0,0,0,0,1
"10290","london",0,0,0,0,0,0,0,0,0,0
"10291","architect",0,0,0,0,0,0,0,0,0,0
"10292","travel",0,0,0,0,0,0,0,0,0,0
"10293","lot",0,0,0,0,0,0,0,0,0,0
"10294","enjoying",0,1,0,0,1,0,0,1,0,1
"10295","museums",0,0,0,0,0,0,0,0,0,0
"10296","british",0,0,0,0,0,0,0,0,0,0
"10297","museum",0,0,0,0,0,0,0,0,0,0
"10298","bye",0,1,0,0,0,0,0,0,0,0
"10299","favorite",0,0,0,0,1,0,0,1,0,1
"10300","entrance",0,0,0,0,0,0,0,0,0,0
"10301","free",0,0,0,0,0,0,0,0,0,0
"10302","nice",0,0,0,0,0,0,0,0,0,0
"10303","donation",0,0,0,0,0,0,0,0,0,1
"10304","continue",0,1,0,0,0,0,0,1,0,1
"10305","supporting",0,0,0,0,0,0,0,1,0,1
"10306","institution",0,0,0,0,0,0,0,0,0,0
"10307","mummies",0,0,0,0,0,0,0,0,0,0
"10308","rosetta",0,0,0,0,0,0,0,0,0,0
"10309","stone",1,0,0,0,0,0,0,0,1,0
"10310","samurai",0,0,0,1,0,0,0,0,0,1
"10311","exhibition",0,0,0,0,0,0,0,0,0,0
"10312","amazing",0,0,0,0,0,0,0,0,0,0
"10313","museums",0,0,0,0,0,0,0,0,0,0
"10314","london",0,0,0,0,0,0,0,0,0,0
"10315","shot",1,0,0,1,0,1,1,0,1,0
"10316","rosetta",0,0,0,0,0,0,0,0,0,0
"10317","stone",1,0,0,0,0,0,0,0,1,0
"10318","patient",0,1,0,0,0,0,0,0,0,1
"10319","wowfrom",0,0,0,0,0,0,0,0,0,0
"10320","start",0,1,0,0,0,0,0,0,0,0
"10321","finish",0,0,0,0,0,0,0,0,0,0
"10322","totally",0,0,0,0,0,0,0,0,0,0
"10323","incredible",0,0,0,0,0,0,0,0,0,0
"10324","historical",0,0,0,0,0,0,0,0,0,0
"10325","collections",0,0,0,0,0,0,0,0,0,0
"10326","outstanding",0,0,0,0,1,0,0,0,1,1
"10327","piece",0,0,0,0,0,0,0,0,0,0
"10328","architecture",0,0,0,0,0,0,0,1,0,0
"10329","main",0,0,0,0,0,0,0,0,0,1
"10330","entrance",0,0,0,0,0,0,0,0,0,0
"10331","canopy",0,0,0,0,0,0,0,0,0,0
"10332","doesn’t",0,0,0,0,0,0,0,0,0,0
"10333","fail",0,0,0,0,0,0,0,0,0,0
"10334","breath",0,0,0,0,0,0,0,0,0,0
"10335","impressthe",0,0,0,0,0,0,0,0,0,0
"10336","play",0,0,0,0,0,0,0,0,0,0
"10337","light",0,0,0,0,0,0,0,0,0,0
"10338","glass",0,0,0,0,0,0,0,0,0,0
"10339","convoy",0,0,0,0,0,0,0,0,0,0
"10340","amazing",0,0,0,0,0,0,0,0,0,0
"10341","amazing",0,0,0,0,0,0,0,0,0,0
"10342","history",0,0,0,0,0,0,0,0,0,0
"10343","knowledge",0,0,0,0,0,0,0,0,0,1
"10344","learn",0,0,0,0,0,0,0,0,0,1
"10345","human",0,0,0,0,0,0,0,0,0,0
"10346","history",0,0,0,0,0,0,0,0,0,0
"10347","morning",0,0,0,0,0,0,0,0,0,0
"10348","pretty",0,1,0,0,1,0,0,1,0,1
"10349","quiet",0,0,0,0,0,1,0,0,0,1
"10350","hour",0,0,0,0,0,0,0,0,0,0
"10351","museum",0,0,0,0,0,0,0,0,0,0
"10352","crowded",0,0,0,0,0,0,0,0,0,0
"10353","information",0,0,0,0,0,0,0,0,0,1
"10354","didnt",0,0,0,0,0,0,0,0,0,0
"10355","realize",0,0,0,0,0,0,0,0,0,0
"10356","museum",0,0,0,0,0,0,0,0,0,0
"10357","huge",0,0,0,0,0,0,0,0,0,0
"10358","easily",0,0,0,0,0,0,0,0,0,0
"10359","spend",0,0,0,0,0,0,0,0,0,0
"10360","days",0,0,0,0,0,0,0,0,0,0
"10361","exhibition",0,0,0,0,0,0,0,0,0,0
"10362","ancient",0,0,0,0,0,0,0,0,1,0
"10363","roman",0,0,0,0,0,0,0,0,0,0
"10364","assyrian",0,0,0,0,0,0,0,0,0,0
"10365","stone",1,0,0,0,0,0,0,0,1,0
"10366","statues",0,0,0,0,0,0,0,0,0,0
"10367","assyrian",0,0,0,0,0,0,0,0,0,0
"10368","winged",0,0,0,0,0,0,0,0,0,0
"10369","gate",0,0,0,0,0,0,0,1,0,0
"10370","guardians",0,0,0,0,0,0,0,0,0,0
"10371","berlin",0,0,0,0,0,0,0,0,0,0
"10372","originals",0,0,0,0,0,0,0,0,0,0
"10373","london",0,0,0,0,0,0,0,0,0,0
"10374","exhibition",0,0,0,0,0,0,0,0,0,0
"10375","top",0,1,0,0,0,0,0,1,0,1
"10376","quality",0,0,0,0,0,0,0,0,0,0
"10377","examples",0,0,0,0,0,0,0,0,0,0
"10378","ancient",0,0,0,0,0,0,0,0,1,0
"10379","cultures",0,0,0,0,0,0,0,0,0,0
"10380","original",0,0,0,0,0,0,0,0,0,0
"10381","assyrian",0,0,0,0,0,0,0,0,0,0
"10382","statues",0,0,0,0,0,0,0,0,0,0
"10383","largest",0,0,0,0,0,0,0,0,0,0
"10384","museums",0,0,0,0,0,0,0,0,0,0
"10385","world",0,0,0,0,0,0,0,0,0,0
"10386","impressive",0,0,0,0,0,0,0,0,0,0
"10387","hours",0,0,0,0,0,0,0,0,0,0
"10388","possibly",0,0,0,0,0,0,0,0,0,0
"10389","couple",0,0,0,0,0,0,0,0,0,0
"10390","days",0,0,0,0,0,0,0,0,0,0
"10391","explore",0,1,0,0,0,0,0,0,0,0
"10392","plenty",0,0,0,0,0,0,0,0,0,0
"10393","staff",0,0,0,0,0,0,0,0,0,0
"10394","loads",0,0,0,0,0,0,0,0,0,0
"10395","relics",0,0,0,0,0,1,0,0,0,0
"10396","world",0,0,0,0,0,0,0,0,0,0
"10397","shop",0,0,0,0,0,0,0,0,0,0
"10398","cafe",0,0,0,0,0,0,0,0,0,1
"10399","entrance",0,0,0,0,0,0,0,0,0,0
"10400","free",0,0,0,0,0,0,0,0,0,0
"10401","missed",0,0,0,0,0,0,0,0,0,0
"10402","collections",0,0,0,0,0,0,0,0,0,0
"10403","vast",0,0,0,0,0,0,0,0,0,0
"10404","layout",0,0,0,0,0,0,0,0,0,0
"10405","disorienting",0,0,0,0,0,0,0,0,0,0
"10406","norman",0,0,0,0,0,0,0,0,0,0
"10407","foster’s",0,0,0,0,0,0,0,0,0,0
"10408","courtyard",0,0,0,0,0,0,0,0,0,0
"10409","amazing",0,0,0,0,0,0,0,0,0,0
"10410","plenty",0,0,0,0,0,0,0,0,0,0
"10411","time",0,1,0,0,0,0,0,0,0,0
"10412","staying",0,0,0,0,0,0,0,0,0,0
"10413","locally",0,0,0,0,0,0,0,0,0,0
"10414","wonderful",0,0,0,0,1,0,1,1,0,1
"10415","egyptian",0,0,0,0,0,0,0,0,0,0
"10416","exhibitions",0,0,0,0,0,0,0,0,0,0
"10417","busy",0,0,0,0,0,0,0,0,0,0
"10418","nice",0,0,0,0,0,0,0,0,0,0
"10419","coffee",0,0,0,0,0,0,0,0,0,0
"10420","break",0,0,0,0,0,0,1,0,0,0
"10421","toured",0,0,0,0,0,0,0,0,0,0
"10422","assyria",0,0,0,0,0,0,0,0,0,0
"10423","greek",0,0,0,0,0,0,0,0,0,0
"10424","collections",0,0,0,0,0,0,0,0,0,0
"10425","marvelling",0,0,0,0,0,0,0,0,0,0
"10426","collections",0,0,0,0,0,0,0,0,0,0
"10427","absolutely",0,0,0,0,0,0,0,0,0,0
"10428","fascinating",0,0,0,0,0,0,0,0,0,1
"10429","lots",0,0,0,0,0,0,0,0,0,0
"10430","families",0,0,0,0,0,0,0,0,0,0
"10431","schools",0,0,0,0,0,0,0,0,0,0
"10432","couple",0,0,0,0,0,0,0,0,0,0
"10433","visited",0,0,0,0,0,0,0,0,0,0
"10434","precious",0,1,0,0,1,0,1,0,0,1
"10435","hill",0,0,0,0,0,0,0,0,0,0
"10436","overkill",0,0,0,0,0,0,0,0,0,0
"10437","security",0,0,0,0,0,0,0,0,0,0
"10438","barriers",0,0,0,0,0,0,0,0,0,0
"10439","checks",0,0,0,0,0,0,0,0,0,0
"10440","straight",0,0,0,0,0,0,0,0,0,0
"10441","row",1,0,0,0,0,0,0,0,1,0
"10442","people",0,0,0,0,0,0,0,0,0,0
"10443","lined",0,0,0,0,0,0,0,0,0,0
"10444","fiver",0,0,0,0,0,0,0,0,0,0
"10445","donation",0,0,0,0,0,0,0,0,0,1
"10446","highly",0,0,0,0,0,0,0,0,0,0
"10447","overpriced",1,0,1,0,0,1,0,0,1,0
"10448","cloakroom",0,0,0,0,0,0,0,0,0,0
"10449","pounds",0,0,0,0,0,0,0,0,0,0
"10450","museum",0,0,0,0,0,0,0,0,0,0
"10451","display",0,0,0,0,0,0,0,0,0,0
"10452","cafe",0,0,0,0,0,0,0,0,0,1
"10453","brilliant",0,1,0,0,1,0,0,1,0,1
"10454","audio",0,0,0,0,0,0,0,0,0,0
"10455","guide",0,0,0,0,0,0,0,1,0,1
"10456","plenty",0,0,0,0,0,0,0,0,0,0
"10457","kids",0,0,0,0,0,0,0,0,0,0
"10458","thevery",0,0,0,0,0,0,0,0,0,0
"10459","famous",0,0,0,0,0,0,0,0,0,1
"10460","mummy’s",0,0,0,0,0,0,0,0,0,0
"10461","huge",0,0,0,0,0,0,0,0,0,0
"10462","building",0,0,0,0,0,0,0,0,0,1
"10463","exhibits",0,0,0,0,0,0,0,0,0,0
"10464","world",0,0,0,0,0,0,0,0,0,0
"10465","expecting",0,1,0,0,0,0,0,0,0,0
"10466","greek",0,0,0,0,0,0,0,0,0,0
"10467","egyptian",0,0,0,0,0,0,0,0,0,0
"10468","exhibits",0,0,0,0,0,0,0,0,0,0
"10469","people",0,0,0,0,0,0,0,0,0,0
"10470","languages",0,0,0,0,0,0,0,0,0,0
"10471","exhibits",0,0,0,0,0,0,0,0,0,0
"10472","attract",0,0,0,0,0,0,0,0,0,0
"10473","majority",0,0,0,0,1,0,0,1,0,1
"10474","people",0,0,0,0,0,0,0,0,0,0
"10475","entrance",0,0,0,0,0,0,0,0,0,0
"10476","free",0,0,0,0,0,0,0,0,0,0
"10477","entrance",0,0,0,0,0,0,0,0,0,0
"10478","british",0,0,0,0,0,0,0,0,0,0
"10479","museum",0,0,0,0,0,0,0,0,0,0
"10480","free",0,0,0,0,0,0,0,0,0,0
"10481","museum",0,0,0,0,0,0,0,0,0,0
"10482","charge",0,0,0,0,0,0,0,0,0,0
"10483","handsome",0,0,0,0,0,0,0,0,0,0
"10484","fee",1,0,0,0,0,0,0,0,1,0
"10485","special",0,0,0,0,1,0,0,0,0,1
"10486","exhibits",0,0,0,0,0,0,0,0,0,0
"10487","troy",0,0,0,0,0,0,0,0,0,0
"10488","myth",0,0,0,0,0,0,0,0,0,0
"10489","reality",0,0,0,0,0,0,0,0,0,0
"10490","relax",0,0,0,0,0,0,0,0,0,0
"10491","serene",0,0,0,0,0,0,0,1,1,0
"10492","joined",0,0,0,0,0,0,0,0,0,1
"10493","dollars",0,0,0,0,0,0,0,0,0,0
"10494","preboris",0,0,0,0,0,0,0,0,0,0
"10495","pound",1,0,0,0,0,0,0,0,1,0
"10496","quick",0,0,0,0,0,0,0,0,0,0
"10497","wandering",0,0,0,0,0,0,0,0,0,0
"10498","there’s",0,0,0,0,0,0,0,0,0,0
"10499","amazing",0,0,0,0,0,0,0,0,0,0
"10500","amount",0,0,0,0,0,0,0,0,0,0
"10501","i’m",0,0,0,0,0,0,0,0,0,0
"10502","embarrassed",0,0,0,0,0,0,0,0,0,0
"10503","stuff",0,0,0,0,0,0,0,0,0,0
"10504","brits",0,0,0,0,0,0,0,0,0,0
"10505","stolen",1,0,0,0,0,0,0,0,1,0
"10506","world",0,0,0,0,0,0,0,0,0,0
"10507","failed",0,0,0,0,0,0,0,0,0,0
"10508","return",0,0,0,0,0,0,0,0,0,0
"10509","uf",0,0,0,0,0,0,0,0,0,0
"10510","huge",0,0,0,0,0,0,0,0,0,0
"10511","half",0,0,0,0,0,0,0,0,0,0
"10512","day",0,0,0,0,0,0,0,0,0,0
"10513","egyptian",0,0,0,0,0,0,0,0,0,0
"10514","segment",0,0,0,0,0,0,0,0,0,0
"10515","highlight",0,0,0,0,0,0,0,0,0,0
"10516","british",0,0,0,0,0,0,0,0,0,0
"10517","museum",0,0,0,0,0,0,0,0,0,0
"10518","london",0,0,0,0,0,0,0,0,0,0
"10519","ive",0,0,0,0,0,0,0,0,0,0
"10520","times",0,0,0,0,0,0,0,0,0,0
"10521","impresses",0,0,0,0,0,0,0,0,0,0
"10522","countless",0,0,0,0,0,0,0,0,0,0
"10523","treasures",0,0,0,0,0,0,0,0,0,0
"10524","world",0,0,0,0,0,0,0,0,0,0
"10525","fairly",0,0,0,0,0,0,0,1,0,1
"10526","normal",0,0,0,0,0,0,0,0,0,0
"10527","glass",0,0,0,0,0,0,0,0,0,0
"10528","covered",0,0,0,0,0,0,0,0,0,0
"10529","central",0,0,0,0,0,0,0,0,0,0
"10530","court",1,1,0,1,0,0,0,0,0,0
"10531","stunning",0,0,0,0,0,0,0,0,0,0
"10532","pay",0,1,0,0,1,0,0,1,0,1
"10533","free",0,0,0,0,0,0,0,0,0,0
"10534","egypt",0,0,0,0,0,0,0,0,0,0
"10535","fascinating",0,0,0,0,0,0,0,0,0,1
"10536","tombs",0,0,0,0,0,0,0,0,0,0
"10537","egyptian",0,0,0,0,0,0,0,0,0,0
"10538","relic",0,0,0,0,0,0,0,0,0,0
"10539","curved",0,0,0,0,0,0,0,0,0,0
"10540","stones",0,0,0,0,0,0,0,0,0,0
"10541","hieroglyphs",0,0,0,0,0,0,0,0,0,0
"10542","time",0,1,0,0,0,0,0,0,0,0
"10543","pharaohs",0,0,0,0,0,0,0,0,0,0
"10544","time",0,1,0,0,0,0,0,0,0,0
"10545","recommend",0,0,0,0,0,0,0,1,0,1
"10546","museum",0,0,0,0,0,0,0,0,0,0
"10547","visited",0,0,0,0,0,0,0,0,0,0
"10548","british",0,0,0,0,0,0,0,0,0,0
"10549","museum",0,0,0,0,0,0,0,0,0,0
"10550","thursday",0,0,0,0,0,0,0,0,0,0
"10551","afternoon",0,0,0,0,0,0,0,0,0,0
"10552","bag",0,0,0,0,0,0,0,0,0,0
"10553","checks",0,0,0,0,0,0,0,0,0,0
"10554","enter",0,0,0,0,0,0,0,0,0,0
"10555","museum",0,0,0,0,0,0,0,0,0,0
"10556","joined",0,0,0,0,0,0,0,0,0,1
"10557","guided",0,0,0,0,0,0,0,0,0,0
"10558","tour",0,0,0,0,0,0,0,0,0,0
"10559","minutes",0,0,0,0,0,0,0,0,0,0
"10560","background",0,0,0,0,0,0,0,0,0,0
"10561","assyrian",0,0,0,0,0,0,0,0,0,0
"10562","king",0,0,0,0,0,0,0,0,0,1
"10563","wandered",0,0,0,0,0,0,0,0,0,0
"10564","museum",0,0,0,0,0,0,0,0,0,0
"10565","museum",0,0,0,0,0,0,0,0,0,0
"10566","gallery",0,0,0,0,0,0,0,0,0,0
"10567","gallery",0,0,0,0,0,0,0,0,0,0
"10568","filled",0,0,0,0,0,0,0,0,0,0
"10569","culture",0,0,0,0,0,0,0,0,0,1
"10570","ancient",0,0,0,0,0,0,0,0,1,0
"10571","civilisations",0,0,0,0,0,0,0,0,0,0
"10572","deserved",0,0,0,0,0,0,0,0,0,1
"10573","fraction",0,0,0,0,0,0,0,0,0,0
"10574","attention",0,0,0,0,0,0,0,0,0,1
"10575","manage",0,0,0,0,0,0,0,1,0,1
"10576","day",0,0,0,0,0,0,0,0,0,0
"10577","eating",0,0,0,0,0,0,0,0,0,0
"10578","inhouse",0,0,0,0,0,0,0,0,0,0
"10579","cafe",0,0,0,0,0,0,0,0,0,1
"10580","mistake",0,0,0,0,0,1,0,0,1,0
"10581","soggy",0,0,0,0,0,0,0,0,0,0
"10582","sandwiches",0,0,0,0,0,0,0,0,0,0
"10583","juice",0,0,0,0,0,0,0,0,0,0
"10584","cost",0,0,0,0,0,0,0,0,0,0
"10585","cooked",0,0,0,0,0,0,0,0,0,0
"10586","largest",0,0,0,0,0,0,0,0,0,0
"10587","british",0,0,0,0,0,0,0,0,0,0
"10588","museum",0,0,0,0,0,0,0,0,0,0
"10589","confontable",0,0,0,0,0,0,0,0,0,0
"10590","clean",0,0,0,0,1,0,0,1,0,1
"10591","buildings",0,0,0,0,0,0,0,0,0,0
"10592","security",0,0,0,0,0,0,0,0,0,0
"10593","free",0,0,0,0,0,0,0,0,0,0
"10594","admission",0,0,0,0,0,0,0,0,0,0
"10595","exhibitions",0,0,0,0,0,0,0,0,0,0
"10596","concessions",0,0,0,0,0,0,0,0,0,0
"10597","it’s",0,0,0,0,0,0,0,0,0,0
"10598","busy",0,0,0,0,0,0,0,0,0,0
"10599","sunday",0,0,0,0,0,0,0,0,0,0
"10600","lots",0,0,0,0,0,0,0,0,0,0
"10601","foreign",0,0,0,0,0,0,0,0,1,0
"10602","tourists",0,0,0,0,0,0,0,0,0,0
"10603","it’s",0,0,0,0,0,0,0,0,0,0
"10604","found",0,0,0,0,1,0,0,1,0,1
"10605","experience",0,0,0,0,0,0,0,0,0,0
"10606","dull",0,0,0,0,0,1,0,0,1,0
"10607","exhibits",0,0,0,0,0,0,0,0,0,0
"10608","blend",0,0,0,0,0,0,0,0,0,0
"10609","writing",0,0,0,0,0,0,0,0,0,0
"10610","free",0,0,0,0,0,0,0,0,0,0
"10611","families",0,0,0,0,0,0,0,0,0,0
"10612","children",0,0,0,0,0,0,0,0,0,0
"10613","amazing",0,0,0,0,0,0,0,0,0,0
"10614","exhibitions",0,0,0,0,0,0,0,0,0,0
"10615","collections",0,0,0,0,0,0,0,0,0,0
"10616","nice",0,0,0,0,0,0,0,0,0,0
"10617","selection",0,0,0,0,0,0,0,0,0,0
"10618","food",0,0,0,0,1,0,0,1,0,1
"10619","coldhot",0,0,0,0,0,0,0,0,0,0
"10620","drinks",0,0,0,0,0,0,0,0,0,0
"10621","sunday",0,0,0,0,0,0,0,0,0,0
"10622","walk",0,0,0,0,0,0,0,0,0,0
"10623","raining",0,0,0,0,0,0,0,0,0,0
"10624","lived",0,0,0,0,0,0,0,0,0,0
"10625","minutes",0,0,0,0,0,0,0,0,0,0
"10626","lucky",0,0,0,0,1,0,1,0,0,1
"10627","renovated",0,0,0,0,0,0,0,0,0,0
"10628","left",0,0,0,0,0,0,0,0,0,0
"10629","england",0,0,0,0,0,0,0,0,0,0
