"","text","anger","anticipation","disgust","fear","joy","sadness","surprise","trust","negative","positive"
"14086","terms",0,0,0,0,0,0,0,0,0,0
"14087","form",0,0,0,0,0,0,0,0,0,0
"14088","content",0,0,0,0,1,0,0,1,0,1
"14089","admission",0,0,0,0,0,0,0,0,0,0
"14090","free",0,0,0,0,0,0,0,0,0,0
"14091","building",0,0,0,0,0,0,0,0,0,1
"14092","spectacular",0,1,0,0,0,0,1,0,0,0
"14093","fusion",0,0,0,0,0,0,0,0,0,1
"14094","traditional",0,0,0,0,0,0,0,0,0,1
"14095","modern",0,0,0,0,0,0,0,0,0,0
"14096","architecture",0,0,0,0,0,0,0,1,0,0
"14097","plenty",0,0,0,0,0,0,0,0,0,0
"14098","facilities",0,0,0,0,0,0,0,0,0,0
"14099","reasonable",0,0,0,0,0,0,0,0,0,0
"14100","salmon",0,0,0,0,0,0,0,0,0,0
"14101","potatoes",0,0,0,0,0,0,0,0,0,0
"14102","surprised",0,0,0,0,0,0,1,0,0,0
"14103","cold",0,0,0,0,0,0,0,0,1,0
"14104","husband",0,0,0,0,0,0,0,0,0,0
"14105","gluten",0,0,0,0,0,0,0,0,0,0
"14106","free",0,0,0,0,0,0,0,0,0,0
"14107","pizza",0,0,0,0,0,0,0,0,0,0
"14108","hard",0,0,0,0,0,0,0,0,0,0
"14109","couldn’t",0,0,0,0,0,0,0,0,0,0
"14110","cut",0,0,0,0,0,0,0,0,0,0
"14111","totally",0,0,0,0,0,0,0,0,0,0
"14112","inedible",0,0,0,0,0,0,0,0,0,0
"14113","offered",0,0,0,0,0,0,0,0,0,0
"14114","alternative",0,0,0,0,0,0,0,0,0,0
"14115","chicken",0,0,0,1,0,0,0,0,0,0
"14116","caesar",0,0,0,0,0,0,0,0,0,0
"14117","salad",0,0,0,0,0,0,0,0,0,0
"14118","move",0,0,0,0,0,0,0,0,0,0
"14119","croutons",0,0,0,0,0,0,0,0,0,0
"14120","gluten",0,0,0,0,0,0,0,0,0,0
"14121","museum",0,0,0,0,0,0,0,0,0,0
"14122","items",0,0,0,0,0,0,0,0,0,0
"14123","acquired",0,0,0,0,0,0,0,0,0,0
"14124","countries",0,0,0,0,0,0,0,0,0,0
"14125","collection",0,0,0,0,0,0,0,0,0,0
"14126","wealth",0,0,0,0,1,0,0,1,0,1
"14127","empire",0,0,0,0,0,0,0,0,0,0
"14128","fascinating",0,0,0,0,0,0,0,0,0,1
"14129","famous",0,0,0,0,0,0,0,0,0,1
"14130","pieces",0,0,0,0,0,0,0,0,0,0
"14131","elgin",0,0,0,0,0,0,0,0,0,0
"14132","marbles",0,0,0,0,0,0,0,0,0,0
"14133","free",0,0,0,0,0,0,0,0,0,0
"14134","entry",0,0,0,0,0,0,0,0,0,0
"14135","islamic",0,0,0,0,0,0,0,0,0,0
"14136","section",0,0,0,0,0,0,0,0,0,0
"14137","museum",0,0,0,0,0,0,0,0,0,0
"14138","loved",0,0,0,0,0,0,0,0,0,0
"14139","family",0,0,0,0,0,0,0,0,0,0
"14140","children",0,0,0,0,0,0,0,0,0,0
"14141","loved",0,0,0,0,0,0,0,0,0,0
"14142","learning",0,0,0,0,0,0,0,0,0,1
"14143","history",0,0,0,0,0,0,0,0,0,0
"14144","countries",0,0,0,0,0,0,0,0,0,0
"14145","islamic",0,0,0,0,0,0,0,0,0,0
"14146","world",0,0,0,0,0,0,0,0,0,0
"14147","learning",0,0,0,0,0,0,0,0,0,1
"14148","types",0,0,0,0,0,0,0,0,0,0
"14149","people",0,0,0,0,0,0,0,0,0,0
"14150","muslim",0,0,0,0,0,0,0,0,0,0
"14151","nation",0,0,0,0,0,0,0,1,0,0
"14152","loved",0,0,0,0,0,0,0,0,0,0
"14153","daughter",0,0,0,0,1,0,0,0,0,1
"14154","watching",0,0,0,0,0,0,0,0,0,0
"14155","couple",0,0,0,0,0,0,0,0,0,0
"14156","tv",0,0,0,0,0,0,0,0,0,0
"14157","loves",0,0,0,0,0,0,0,0,0,0
"14158","british",0,0,0,0,0,0,0,0,0,0
"14159","museum",0,0,0,0,0,0,0,0,0,0
"14160","decided",0,0,0,0,0,0,0,0,0,0
"14161","recent",0,0,0,0,0,0,0,0,0,0
"14162","visit",0,0,0,0,0,0,0,0,0,1
"14163","london",0,0,0,0,0,0,0,0,0,0
"14164","special",0,0,0,0,1,0,0,0,0,1
"14165","treat",1,1,1,1,1,1,1,1,1,1
"14166","wow",0,0,0,0,0,0,0,0,0,0
"14167","excited",0,1,0,0,1,0,1,1,0,1
"14168","wait",0,1,0,0,0,0,0,0,1,0
"14169","unable",0,0,0,0,0,1,0,0,1,0
"14170","brilliant",0,1,0,0,1,0,0,1,0,1
"14171","trip",0,0,0,0,0,0,1,0,0,0
"14172","enjoyed",0,0,0,0,0,0,0,0,0,0
"14173","defintley",0,0,0,0,0,0,0,0,0,0
"14174","recommend",0,0,0,0,0,0,0,1,0,1
"14175","visiting",0,0,0,0,0,0,0,0,0,0
"14176","london",0,0,0,0,0,0,0,0,0,0
"14177","lot",0,0,0,0,0,0,0,0,0,0
"14178","seeeven",0,0,0,0,0,0,0,0,0,0
"14179","teenage",0,0,0,0,0,0,0,0,0,0
"14180","children",0,0,0,0,0,0,0,0,0,0
"14181","enjoyed",0,0,0,0,0,0,0,0,0,0
"14182","visit",0,0,0,0,0,0,0,0,0,1
"14183","specialist",0,0,0,0,0,0,0,1,0,0
"14184","exhibition",0,0,0,0,0,0,0,0,0,0
"14185","exhibits",0,0,0,0,0,0,0,0,0,0
"14186","nicely",0,0,0,0,0,0,0,0,0,0
"14187","displayed",0,0,0,0,0,0,0,0,0,0
"14188","lighted",0,0,0,0,0,0,0,0,0,0
"14189","paid",0,0,0,0,0,0,0,0,0,0
"14190","artefacts",0,0,0,0,0,0,0,0,0,0
"14191","pictures",0,0,0,0,0,0,0,0,0,0
"14192","promoted",0,0,0,0,0,0,0,0,0,0
"14193","eastern",0,0,0,0,0,0,0,0,0,0
"14194","influence",0,0,0,0,0,0,0,0,1,1
"14195","western",0,0,0,0,0,0,0,0,0,0
"14196","art",0,1,0,0,1,1,1,0,0,1
"14197","money",1,1,0,0,1,0,1,1,0,1
"14198","hesitate",0,0,0,0,0,0,0,0,0,0
"14199","favourite",0,0,0,0,0,0,0,0,0,0
"14200","london",0,0,0,0,0,0,0,0,0,0
"14201","museum",0,0,0,0,0,0,0,0,0,0
"14202","easy",0,0,0,0,0,0,0,0,0,0
"14203","lost",0,0,0,0,0,1,0,0,1,0
"14204","spend",0,0,0,0,0,0,0,0,0,0
"14205","rainy",0,0,0,0,0,1,0,0,0,0
"14206","afternoon",0,0,0,0,0,0,0,0,0,0
"14207","extremely",0,0,0,0,0,0,0,0,0,0
"14208","crowded",0,0,0,0,0,0,0,0,0,0
"14209","stuffy",0,0,0,0,0,0,0,0,1,0
"14210","museum",0,0,0,0,0,0,0,0,0,0
"14211","plenty",0,0,0,0,0,0,0,0,0,0
"14212","exhibits",0,0,0,0,0,0,0,0,0,0
"14213","check",0,0,0,0,0,0,0,0,0,0
"14214","mummies",0,0,0,0,0,0,0,0,0,0
"14215","popular",0,0,0,0,0,0,0,0,0,0
"14216","im",0,0,0,0,0,0,0,0,0,0
"14217","huge",0,0,0,0,0,0,0,0,0,0
"14218","fan",0,0,0,0,0,0,0,0,0,0
"14219","museums",0,0,0,0,0,0,0,0,0,0
"14220","love",0,0,0,0,1,0,0,0,0,1
"14221","free",0,0,0,0,0,0,0,0,0,0
"14222","entry",0,0,0,0,0,0,0,0,0,0
"14223","worth",0,0,0,0,0,0,0,0,0,1
"14224","visit",0,0,0,0,0,0,0,0,0,1
"14225","crowds",0,0,0,0,0,0,0,0,0,0
"14226","ridiculous",1,0,1,0,0,0,0,0,1,0
"14227","summer",0,0,0,0,0,0,0,0,0,0
"14228","free",0,0,0,0,0,0,0,0,0,0
"14229","entry",0,0,0,0,0,0,0,0,0,0
"14230","awesome",0,0,0,0,0,0,0,0,0,0
"14231","security",0,0,0,0,0,0,0,0,0,0
"14232","line",0,0,0,0,0,0,0,0,0,0
"14233","peak",0,0,0,0,0,0,0,0,0,0
"14234","times",0,0,0,0,0,0,0,0,0,0
"14235","architecture",0,0,0,0,0,0,0,1,0,0
"14236","building",0,0,0,0,0,0,0,0,0,1
"14237","amazing",0,0,0,0,0,0,0,0,0,0
"14238","set",0,0,0,0,0,0,0,0,0,0
"14239","museum",0,0,0,0,0,0,0,0,0,0
"14240","egyptian",0,0,0,0,0,0,0,0,0,0
"14241","section",0,0,0,0,0,0,0,0,0,0
"14242","incredible",0,0,0,0,0,0,0,0,0,0
"14243","rosetta",0,0,0,0,0,0,0,0,0,0
"14244","check",0,0,0,0,0,0,0,0,0,0
"14245","guys",0,0,0,0,0,0,0,0,0,0
"14246","learning",0,0,0,0,0,0,0,0,0,1
"14247","history",0,0,0,0,0,0,0,0,0,0
"14248","entrance",0,0,0,0,0,0,0,0,0,0
"14249","museum",0,0,0,0,0,0,0,0,0,0
"14250","free",0,0,0,0,0,0,0,0,0,0
"14251","top",0,1,0,0,0,0,0,1,0,1
"14252","british",0,0,0,0,0,0,0,0,0,0
"14253","museum",0,0,0,0,0,0,0,0,0,0
"14254","highlights",0,0,0,0,0,0,0,0,0,0
"14255","exhibition",0,0,0,0,0,0,0,0,0,0
"14256","bit",0,0,0,0,0,0,0,0,0,0
"14257","disappointment",0,0,1,0,0,1,0,0,1,0
"14258","lots",0,0,0,0,0,0,0,0,0,0
"14259","missed",0,0,0,0,0,0,0,0,0,0
"14260","opportunities",0,0,0,0,0,0,0,0,0,0
"14261","price",0,0,0,0,0,0,0,0,0,0
"14262","lovely",0,1,0,0,1,1,1,1,0,1
"14263","pictures",0,0,0,0,0,0,0,0,0,0
"14264","surely",0,0,0,0,0,0,0,0,0,0
"14265","egyptian",0,0,0,0,0,0,0,0,0,0
"14266","section",0,0,0,0,0,0,0,0,0,0
"14267","admission",0,0,0,0,0,0,0,0,0,0
"14268","free",0,0,0,0,0,0,0,0,0,0
"14269","camera",0,0,0,0,0,0,0,0,0,0
"14270","allowed",0,0,0,0,0,0,0,0,0,0
"14271","themed",0,0,0,0,0,0,0,0,0,0
"14272","section",0,0,0,0,0,0,0,0,0,0
"14273","entry",0,0,0,0,0,0,0,0,0,0
"14274","fee",1,0,0,0,0,0,0,0,1,0
"14275","rent",0,0,0,0,0,0,0,0,0,0
"14276","headphones",0,0,0,0,0,0,0,0,0,0
"14277","spend",0,0,0,0,0,0,0,0,0,0
"14278","hours",0,0,0,0,0,0,0,0,0,0
"14279","absolutely",0,0,0,0,0,0,0,0,0,0
"14280","love",0,0,0,0,1,0,0,0,0,1
"14281","massive",0,0,0,0,0,0,0,0,0,0
"14282","building",0,0,0,0,0,0,0,0,0,1
"14283","feels",0,0,0,0,0,0,0,0,0,0
"14284","collective",0,0,0,0,0,0,0,0,0,0
"14285","items",0,0,0,0,0,0,0,0,0,0
"14286","world",0,0,0,0,0,0,0,0,0,0
"14287","leave",0,0,0,0,0,1,1,0,1,0
"14288","plenty",0,0,0,0,0,0,0,0,0,0
"14289","time",0,1,0,0,0,0,0,0,0,0
"14290","visit",0,0,0,0,0,0,0,0,0,1
"14291","british",0,0,0,0,0,0,0,0,0,0
"14292","museum",0,0,0,0,0,0,0,0,0,0
"14293","it’s",0,0,0,0,0,0,0,0,0,0
"14294","free",0,0,0,0,0,0,0,0,0,0
"14295","historical",0,0,0,0,0,0,0,0,0,0
"14296","sculptures",0,0,0,0,0,0,0,0,0,0
"14297","mummies",0,0,0,0,0,0,0,0,0,0
"14298","artifacts",0,0,0,0,0,0,0,0,0,0
"14299","amazing",0,0,0,0,0,0,0,0,0,0
"14300","solo",0,0,0,0,0,0,0,0,0,0
"14301","visitor",0,1,0,0,1,0,0,0,0,1
"14302","enjoyed",0,0,0,0,0,0,0,0,0,0
"14303","spending",0,0,0,0,0,0,0,0,0,0
"14304","entire",0,0,0,0,0,0,0,0,0,0
"14305","day",0,0,0,0,0,0,0,0,0,0
"14306","meandering",0,0,0,0,0,0,0,0,1,0
"14307","exhibits",0,0,0,0,0,0,0,0,0,0
"14308","half",0,0,0,0,0,0,0,0,0,0
"14309","egypt’s",0,0,0,0,0,0,0,0,0,0
"14310","ancient",0,0,0,0,0,0,0,0,1,0
"14311","artifacts",0,0,0,0,0,0,0,0,0,0
"14312","plan",0,1,0,0,0,0,0,0,0,0
"14313","couple",0,0,0,0,0,0,0,0,0,0
"14314","hours",0,0,0,0,0,0,0,0,0,0
"14315","offerings",0,0,0,0,0,0,0,0,0,0
"14316","plan",0,1,0,0,0,0,0,0,0,0
"14317","carefully",0,0,0,0,0,0,0,0,0,1
"14318","huge",0,0,0,0,0,0,0,0,0,0
"14319","easy",0,0,0,0,0,0,0,0,0,0
"14320","lost",0,0,0,0,0,1,0,0,1,0
"14321","picks",0,0,0,0,0,0,0,0,0,0
"14322","rosetta",0,0,0,0,0,0,0,0,0,0
"14323","stone",1,0,0,0,0,0,0,0,1,0
"14324","degree",0,0,0,0,0,0,0,0,0,1
"14325","viewing",0,0,0,0,0,0,0,0,0,0
"14326","access",0,0,0,0,0,0,0,0,0,0
"14327","explanation",0,0,0,0,0,0,0,0,0,0
"14328","translated",0,0,0,0,0,0,0,0,0,0
"14329","easter",0,0,0,0,0,0,0,0,0,0
"14330","island",0,0,0,0,0,0,0,0,0,0
"14331","statue",0,0,0,0,0,0,0,0,0,1
"14332","gorgeous",0,0,0,0,1,0,0,0,0,1
"14333","museum",0,0,0,0,0,0,0,0,0,0
"14334","spend",0,0,0,0,0,0,0,0,0,0
"14335","days",0,0,0,0,0,0,0,0,0,0
"14336","lots",0,0,0,0,0,0,0,0,0,0
"14337","amazing",0,0,0,0,0,0,0,0,0,0
"14338","ceilings",0,0,0,0,0,0,0,0,0,0
"14339","grand",0,0,0,0,0,0,0,0,0,0
"14340","visited",0,0,0,0,0,0,0,0,0,0
"14341","london",0,0,0,0,0,0,0,0,0,0
"14342","mustdo",0,0,0,0,0,0,0,0,0,0
"14343","free",0,0,0,0,0,0,0,0,0,0
"14344","museum",0,0,0,0,0,0,0,0,0,0
"14345","artifacts",0,0,0,0,0,0,0,0,0,0
"14346","worldvery",0,0,0,0,0,0,0,0,0,0
"14347","busy",0,0,0,0,0,0,0,0,0,0
"14348","museum",0,0,0,0,0,0,0,0,0,0
"14349","waiting",0,0,0,0,0,0,0,0,0,0
"14350","inone",0,0,0,0,0,0,0,0,0,0
"14351","definately",0,0,0,0,0,0,0,0,0,0
"14352","incredible",0,0,0,0,0,0,0,0,0,0
"14353","paid",0,0,0,0,0,0,0,0,0,0
"14354","private",0,0,0,0,0,0,0,0,0,0
"14355","guide",0,0,0,0,0,0,0,1,0,1
"14356","hot",1,0,0,0,0,0,0,0,0,0
"14357","spots",0,0,0,0,0,0,0,0,0,0
"14358","bought",0,0,0,0,0,0,0,0,0,0
"14359","guide",0,0,0,0,0,0,0,1,0,1
"14360","rented",0,0,0,0,0,0,0,0,0,0
"14361","audio",0,0,0,0,0,0,0,0,0,0
"14362","guide",0,0,0,0,0,0,0,1,0,1
"14363","fine",0,0,0,0,0,0,0,0,0,0
"14364","it’s",0,0,0,0,0,0,0,0,0,0
"14365","amazing",0,0,0,0,0,0,0,0,0,0
"14366","stuff",0,0,0,0,0,0,0,0,0,0
"14367","that’s",0,0,0,0,0,0,0,0,0,0
"14368","i’m",0,0,0,0,0,0,0,0,0,0
"14369","didn’t",0,0,0,0,0,0,0,0,0,0
"14370","scratch",0,0,0,0,0,0,0,0,0,0
"14371","surface",0,0,0,0,0,0,0,0,0,0
"14372","london",0,0,0,0,0,0,0,0,0,0
"14373","visit",0,0,0,0,0,0,0,0,0,1
"14374","artworks",0,0,0,0,0,0,0,0,0,0
"14375","amazing",0,0,0,0,0,0,0,0,0,0
"14376","stele",0,0,0,0,0,0,0,0,0,0
"14377","di",0,0,0,0,0,0,0,0,0,0
"14378","rosetta",0,0,0,0,0,0,0,0,0,0
"14379","real",0,0,0,0,0,0,0,1,0,1
"14380","rapa",0,0,0,0,0,0,0,0,0,0
"14381","nui",0,0,0,0,0,0,0,0,0,0
"14382","walk",0,0,0,0,0,0,0,0,0,0
"14383","history",0,0,0,0,0,0,0,0,0,0
"14384","ancient",0,0,0,0,0,0,0,0,1,0
"14385","age",0,0,0,0,0,0,0,0,0,0
"14386","modern",0,0,0,0,0,0,0,0,0,0
"14387","time",0,1,0,0,0,0,0,0,0,0
"14388","audio",0,0,0,0,0,0,0,0,0,0
"14389","guide",0,0,0,0,0,0,0,1,0,1
"14390","exploring",0,0,0,0,0,0,0,0,0,0
"14391","artworks",0,0,0,0,0,0,0,0,0,0
"14392","fantastic",0,0,0,0,0,0,0,0,0,0
"14393","doubts",0,0,0,0,0,0,0,0,0,0
"14394","london",0,0,0,0,0,0,0,0,0,0
"14395","suggestion",0,0,0,0,0,0,0,0,0,0
"14396","it’s",0,0,0,0,0,0,0,0,0,0
"14397","confuse",0,0,0,0,0,0,0,0,1,0
"14398","plan",0,1,0,0,0,0,0,0,0,0
"14399","visit",0,0,0,0,0,0,0,0,0,1
"14400","focus",0,0,0,0,0,0,0,0,0,1
"14401","guide",0,0,0,0,0,0,0,1,0,1
"14402","suggested",0,0,0,0,0,0,0,0,0,0
"14403","museum",0,0,0,0,0,0,0,0,0,0
"14404","crowded",0,0,0,0,0,0,0,0,0,0
"14405","visited",0,0,0,0,0,0,0,0,0,0
"14406","uncomfortably",0,0,0,0,0,0,0,0,0,0
"14407","crowded",0,0,0,0,0,0,0,0,0,0
"14408","saturday",0,0,0,0,0,0,0,0,0,0
"14409","exhibits",0,0,0,0,0,0,0,0,0,0
"14410","food",0,0,0,0,1,0,0,1,0,1
"14411","sandwicheswraps",0,0,0,0,0,0,0,0,0,0
"14412","expensive",0,0,0,0,0,0,0,0,0,0
"14413","feel",0,0,0,0,0,0,0,0,0,0
"14414","rip",0,0,0,0,0,0,0,0,0,0
"14415","fabulous",0,0,0,0,0,0,0,0,0,0
"14416","day",0,0,0,0,0,0,0,0,0,0
"14417","exploring",0,0,0,0,0,0,0,0,0,0
"14418","wonderful",0,0,0,0,1,0,1,1,0,1
"14419","museum",0,0,0,0,0,0,0,0,0,0
"14420","visiting",0,0,0,0,0,0,0,0,0,0
"14421","bit",0,0,0,0,0,0,0,0,0,0
"14422","online",0,0,0,0,0,0,0,0,0,0
"14423","research",0,0,0,0,0,0,0,0,0,0
"14424","artefacts",0,0,0,0,0,0,0,0,0,0
"14425","recommend",0,0,0,0,0,0,0,1,0,1
"14426","visitng",0,0,0,0,0,0,0,0,0,0
"14427","discovered",0,0,0,0,0,0,0,0,0,0
"14428","hire",0,1,0,0,1,0,0,1,0,1
"14429","interactive",0,0,0,0,0,0,0,0,0,0
"14430","family",0,0,0,0,0,0,0,0,0,0
"14431","guide",0,0,0,0,0,0,0,1,0,1
"14432","arrival",0,1,0,0,0,0,0,0,0,0
"14433","recommend",0,0,0,0,0,0,0,1,0,1
"14434","museum",0,0,0,0,0,0,0,0,0,0
"14435","beautiful",0,0,0,0,1,0,0,0,0,1
"14436","lot",0,0,0,0,0,0,0,0,0,0
"14437","free",0,0,0,0,0,0,0,0,0,0
"14438","surely",0,0,0,0,0,0,0,0,0,0
"14439","asap",0,0,0,0,0,0,0,0,0,0
"14440","enjoyedas",0,0,0,0,0,0,0,0,0,0
"14441","yrs",0,0,0,0,0,0,0,0,0,0
"14442","son",0,0,0,0,0,0,0,0,0,0
"14443","intresting",0,0,0,0,0,0,0,0,0,0
"14444","national",0,0,0,0,0,0,0,0,0,0
"14445","history",0,0,0,0,0,0,0,0,0,0
"14446","museum",0,0,0,0,0,0,0,0,0,0
"14447","intresting",0,0,0,0,0,0,0,0,0,0
"14448","widespread",0,0,0,0,0,0,0,0,0,1
"14449","material",0,0,0,0,0,0,0,0,0,0
"14450","ages",0,0,0,0,0,0,0,0,0,0
"14451","recommend",0,0,0,0,0,0,0,1,0,1
"14452","arriving",0,0,0,0,0,0,0,0,0,0
"14453","promptly",0,0,0,0,0,0,0,0,0,0
"14454","prior",0,0,0,0,0,0,0,0,0,0
"14455","exhibits",0,0,0,0,0,0,0,0,0,0
"14456","short",0,0,0,0,0,0,0,0,0,0
"14457","amazing",0,0,0,0,0,0,0,0,0,0
"14458","charge",0,0,0,0,0,0,0,0,0,0
"14459","admission",0,0,0,0,0,0,0,0,0,0
"14460","definite",0,0,0,0,0,0,0,0,0,0
"14461","expectation",0,1,0,0,0,0,0,0,0,1
"14462","donate",0,0,0,0,0,0,0,0,0,0
"14463","bit",0,0,0,0,0,0,0,0,0,0
"14464","issue",0,0,0,0,0,0,0,0,0,0
"14465","folks",0,0,0,0,0,0,0,0,0,0
"14466","pounds",0,0,0,0,0,0,0,0,0,0
"14467","nicely",0,0,0,0,0,0,0,0,0,0
"14468","love",0,0,0,0,1,0,0,0,0,1
"14469","british",0,0,0,0,0,0,0,0,0,0
"14470","museum",0,0,0,0,0,0,0,0,0,0
"14471","display",0,0,0,0,0,0,0,0,0,0
"14472","artifacts",0,0,0,0,0,0,0,0,0,0
"14473","world",0,0,0,0,0,0,0,0,0,0
"14474","struggle",1,0,0,1,0,1,0,0,1,0
"14475","reality",0,0,0,0,0,0,0,0,0,0
"14476","british",0,0,0,0,0,0,0,0,0,0
"14477","relics",0,0,0,0,0,1,0,0,0,0
"14478","colonies",0,0,0,0,0,0,0,0,0,0
"14479","enjoy",0,1,0,0,1,0,0,1,0,1
"14480","visiting",0,0,0,0,0,0,0,0,0,0
"14481","mummies",0,0,0,0,0,0,0,0,0,0
"14482","fascinating",0,0,0,0,0,0,0,0,0,1
"14483","read",0,0,0,0,0,0,0,0,0,0
"14484","reviews",0,0,0,0,0,0,0,0,0,0
"14485","british",0,0,0,0,0,0,0,0,0,0
"14486","museum",0,0,0,0,0,0,0,0,0,0
"14487","expectations",0,0,0,0,0,0,0,0,0,0
"14488","waited",0,0,0,0,0,0,0,0,0,0
"14489","rain",0,0,0,0,0,0,0,0,0,0
"14490","half",0,0,0,0,0,0,0,0,0,0
"14491","hour",0,0,0,0,0,0,0,0,0,0
"14492","security",0,0,0,0,0,0,0,0,0,0
"14493","crowds",0,0,0,0,0,0,0,0,0,0
"14494","extremely",0,0,0,0,0,0,0,0,0,0
"14495","heavy",0,0,0,0,0,0,0,0,0,0
"14496","seating",0,0,0,0,0,0,0,0,0,0
"14497","people",0,0,0,0,0,0,0,0,0,0
"14498","sitting",0,0,0,0,0,0,0,0,0,0
"14499","floor",0,0,0,0,0,0,0,0,0,0
"14500","stairs",0,0,0,0,0,0,0,0,0,0
"14501","iconic",0,0,0,0,0,0,0,0,0,0
"14502","museum",0,0,0,0,0,0,0,0,0,0
"14503","london",0,0,0,0,0,0,0,0,0,0
"14504","rosetta",0,0,0,0,0,0,0,0,0,0
"14505","stone",1,0,0,0,0,0,0,0,1,0
"14506","collection",0,0,0,0,0,0,0,0,0,0
"14507","ancient",0,0,0,0,0,0,0,0,1,0
"14508","artifacts",0,0,0,0,0,0,0,0,0,0
"14509","unrivaled",0,0,0,0,0,0,0,0,0,0
"14510","situ",0,0,0,0,0,0,0,0,0,0
"14511","egypt",0,0,0,0,0,0,0,0,0,0
"14512","lost",0,0,0,0,0,1,0,0,1,0
"14513","destruction",1,0,0,0,0,0,0,0,1,0
"14514","war",0,0,0,1,0,0,0,0,1,0
"14515","loads",0,0,0,0,0,0,0,0,0,0
"14516","amazing",0,0,0,0,0,0,0,0,0,0
"14517","hard",0,0,0,0,0,0,0,0,0,0
"14518","stuff",0,0,0,0,0,0,0,0,0,0
"14519","maps",0,0,0,0,0,0,0,0,0,0
"14520","arent",0,0,0,0,0,0,0,0,0,0
"14521","helpfull",0,0,0,0,0,0,0,0,0,0
"14522","day",0,0,0,0,0,0,0,0,0,0
"14523","busy",0,0,0,0,0,0,0,0,0,0
"14524","enjoyed",0,0,0,0,0,0,0,0,0,0
"14525","heavy",0,0,0,0,0,0,0,0,0,0
"14526","greek",0,0,0,0,0,0,0,0,0,0
"14527","egyptian",0,0,0,0,0,0,0,0,0,0
"14528","theme",0,0,0,0,0,0,0,0,0,0
"14529","displays",0,0,0,0,0,0,0,0,0,0
"14530","worth",0,0,0,0,0,0,0,0,0,1
"14531","visit",0,0,0,0,0,0,0,0,0,1
"14532","don’t",0,0,0,0,0,0,0,1,0,1
"14533","bring",0,0,0,0,0,0,0,0,0,0
"14534","bag",0,0,0,0,0,0,0,0,0,0
"14535","quene",0,0,0,0,0,0,0,0,0,0
"14536","shorter",0,0,0,0,0,0,0,0,0,0
"14537","easy",0,0,0,0,0,0,0,0,0,0
"14538","museum",0,0,0,0,0,0,0,0,0,0
"14539","stroll",0,0,0,0,0,0,0,0,0,0
"14540","enjoyed",0,0,0,0,0,0,0,0,0,0
"14541","learning",0,0,0,0,0,0,0,0,0,1
"14542","fire",0,0,0,1,0,0,0,0,0,0
"14543","city",0,0,0,0,0,0,0,0,0,0
"14544","recovered",0,0,0,0,0,0,0,0,0,0
"14545","indian",0,0,0,0,0,0,0,0,0,0
"14546","visited",0,0,0,0,0,0,0,0,0,0
"14547","appalled",0,0,0,0,0,0,0,0,0,0
"14548","statues",0,0,0,0,0,0,0,0,0,0
"14549","importance",0,1,0,0,0,0,0,0,0,1
"14550","culture",0,0,0,0,0,0,0,0,0,1
"14551","statue",0,0,0,0,0,0,0,0,0,1
"14552","hindu",0,0,0,0,0,0,0,0,0,0
"14553","gods",0,0,0,0,0,0,0,0,0,0
"14554","displayed",0,0,0,0,0,0,0,0,0,0
"14555","honour",0,0,0,0,0,0,0,0,0,0
"14556","respect",0,1,0,0,1,0,0,1,0,1
"14557","religion",0,0,0,0,0,0,0,1,0,0
"14558","exhibit",0,0,0,0,0,0,0,0,0,0
"14559","means",0,0,0,0,0,0,0,0,0,0
"14560","world’s",0,0,0,0,0,0,0,0,0,0
"14561","class",0,0,0,0,0,0,0,0,0,0
"14562","museum",0,0,0,0,0,0,0,0,0,0
"14563","museum",0,0,0,0,0,0,0,0,0,0
"14564","building",0,0,0,0,0,0,0,0,0,1
"14565","spectacular",0,1,0,0,0,0,1,0,0,0
"14566","spacious",0,0,0,0,0,0,0,0,0,1
"14567","collection",0,0,0,0,0,0,0,0,0,0
"14568","art",0,1,0,0,1,1,1,0,0,1
"14569","artifacts",0,0,0,0,0,0,0,0,0,0
"14570","sculptures",0,0,0,0,0,0,0,0,0,0
"14571","corner",0,0,0,0,0,0,0,0,0,0
"14572","world",0,0,0,0,0,0,0,0,0,0
"14573","mummies",0,0,0,0,0,0,0,0,0,0
"14574","rosetta",0,0,0,0,0,0,0,0,0,0
"14575","stone",1,0,0,0,0,0,0,0,1,0
"14576","mayan",0,0,0,0,0,0,0,0,0,0
"14577","codex",0,0,0,0,0,0,0,0,0,0
"14578","elgin",0,0,0,0,0,0,0,0,0,0
"14579","marblesthis",0,0,0,0,0,0,0,0,0,0
"14580","museum",0,0,0,0,0,0,0,0,0,0
"14581","lover’s",0,1,0,0,1,0,0,1,0,1
"14582","dream",0,0,0,0,0,0,0,0,0,0
"14583","exhibits",0,0,0,0,0,0,0,0,0,0
"14584","accessible",0,0,0,0,0,0,0,0,0,1
"14585","families",0,0,0,0,0,0,0,0,0,0
"14586","cafe",0,0,0,0,0,0,0,0,0,1
"14587","enjoy",0,1,0,0,1,0,0,1,0,1
"14588","nibble",0,0,0,0,0,0,0,0,0,0
"14589","rest",0,0,0,0,0,0,0,0,0,1
"14590","exhausted",0,0,0,0,0,1,0,0,1,0
"14591","feet",0,0,0,0,0,0,0,0,0,0
"14592","creative",0,0,0,0,0,0,0,0,0,1
"14593","food",0,0,0,0,1,0,0,1,0,1
"14594","excellent",0,0,0,0,1,0,0,1,0,1
