"","title","writer","written","rating","word","sentiment"
"796","Amazing Museum","Mathias D","Jun 2020",5,"lover","positive"
"797","Amazing Museum","Mathias D","Jun 2020",5,"lover","trust"
"798","Amazing Museum","Mathias D","Jun 2020",5,"stone","anger"
"799","Amazing Museum","Mathias D","Jun 2020",5,"stone","negative"
"800","A must see!","Andrew B","Jun 2020",5,"spent","negative"
"801","A must see!","Andrew B","Jun 2020",5,"cover","trust"
"802","A must see!","Andrew B","Jun 2020",5,"time","anticipation"
"803","A must see!","Andrew B","Jun 2020",5,"professional","positive"
"804","A must see!","Andrew B","Jun 2020",5,"professional","trust"
"805","A must see!","Andrew B","Jun 2020",5,"helpful","joy"
"806","A must see!","Andrew B","Jun 2020",5,"helpful","positive"
"807","A must see!","Andrew B","Jun 2020",5,"helpful","trust"
"808","A must see!","Andrew B","Jun 2020",5,"friendly","anticipation"
"809","A must see!","Andrew B","Jun 2020",5,"friendly","joy"
"810","A must see!","Andrew B","Jun 2020",5,"friendly","positive"
"811","A must see!","Andrew B","Jun 2020",5,"friendly","trust"
"812","Awsome!!","Mariachiara Mallardo","Jun 2020",5,"holiday","anticipation"
"813","Awsome!!","Mariachiara Mallardo","Jun 2020",5,"holiday","joy"
"814","Awsome!!","Mariachiara Mallardo","Jun 2020",5,"holiday","positive"
"815","Awsome!!","Mariachiara Mallardo","Jun 2020",5,"visit","positive"
"816","Awsome!!","Mariachiara Mallardo","Jun 2020",5,"excellent","joy"
"817","Awsome!!","Mariachiara Mallardo","Jun 2020",5,"excellent","positive"
"818","Awsome!!","Mariachiara Mallardo","Jun 2020",5,"excellent","trust"
"819","Awsome!!","Mariachiara Mallardo","Jun 2020",5,"bookshop","positive"
"820","Awsome!!","Mariachiara Mallardo","Jun 2020",5,"love","joy"
"821","Awsome!!","Mariachiara Mallardo","Jun 2020",5,"love","positive"
"822","British design at its best!","SyedA","Jun 2020",5,"worth","positive"
"823","British design at its best!","SyedA","Jun 2020",5,"visit","positive"
"824","British design at its best!","SyedA","Jun 2020",5,"enjoy","anticipation"
"825","British design at its best!","SyedA","Jun 2020",5,"enjoy","joy"
"826","British design at its best!","SyedA","Jun 2020",5,"enjoy","positive"
"827","British design at its best!","SyedA","Jun 2020",5,"enjoy","trust"
"828","British design at its best!","SyedA","Jun 2020",5,"interior","disgust"
"829","British design at its best!","SyedA","Jun 2020",5,"interior","positive"
"830","British design at its best!","SyedA","Jun 2020",5,"interior","trust"
"831","British design at its best!","SyedA","Jun 2020",5,"designer","positive"
"832","British design at its best!","SyedA","Jun 2020",5,"inspiration","anticipation"
"833","British design at its best!","SyedA","Jun 2020",5,"inspiration","joy"
"834","British design at its best!","SyedA","Jun 2020",5,"inspiration","positive"
"835","British design at its best!","SyedA","Jun 2020",5,"cafe","positive"
"836","British design at its best!","SyedA","Jun 2020",5,"top","anticipation"
"837","British design at its best!","SyedA","Jun 2020",5,"top","positive"
"838","British design at its best!","SyedA","Jun 2020",5,"top","trust"
"839","British design at its best!","SyedA","Jun 2020",5,"worth","positive"
"840","British museum.","Martha Luana S","Jun 2020",4,"advisable","positive"
"841","British museum.","Martha Luana S","Jun 2020",4,"advisable","trust"
"842","British museum.","Martha Luana S","Jun 2020",4,"civilization","positive"
"843","British museum.","Martha Luana S","Jun 2020",4,"civilization","trust"
"844","Amazing","Chinella A","Jun 2020",5,"guide","positive"
"845","Amazing","Chinella A","Jun 2020",5,"guide","trust"
"846","Amazing","Chinella A","Jun 2020",5,"hilarious","joy"
"847","Amazing","Chinella A","Jun 2020",5,"hilarious","positive"
"848","Amazing","Chinella A","Jun 2020",5,"hilarious","surprise"
"849","Amazing","Chinella A","Jun 2020",5,"guide","positive"
"850","Amazing","Chinella A","Jun 2020",5,"guide","trust"
"851","Amazing","Chinella A","Jun 2020",5,"excitement","anticipation"
"852","Amazing","Chinella A","Jun 2020",5,"excitement","joy"
"853","Amazing","Chinella A","Jun 2020",5,"excitement","positive"
"854","Amazing","Chinella A","Jun 2020",5,"excitement","surprise"
"855","Great Museum, Rude Staff ","JalynCameron","Jun 2020",4,"time","anticipation"
"856","Great Museum, Rude Staff ","JalynCameron","Jun 2020",4,"stone","anger"
"857","Great Museum, Rude Staff ","JalynCameron","Jun 2020",4,"stone","negative"
"858","Great Museum, Rude Staff ","JalynCameron","Jun 2020",4,"donation","positive"
"859","so much to see","ant0n1a","Jun 2020",5,"brother","positive"
"860","so much to see","ant0n1a","Jun 2020",5,"brother","trust"
"861","so much to see","ant0n1a","Jun 2020",5,"spent","negative"
"862","so much to see","ant0n1a","Jun 2020",5,"recommend","positive"
"863","so much to see","ant0n1a","Jun 2020",5,"recommend","trust"
"864","Tour of British Museum with Dani the Guide","Susan P","Jun 2020",5,"guide","positive"
"865","Tour of British Museum with Dani the Guide","Susan P","Jun 2020",5,"guide","trust"
"866","Tour of British Museum with Dani the Guide","Susan P","Jun 2020",5,"excellent","joy"
"867","Tour of British Museum with Dani the Guide","Susan P","Jun 2020",5,"excellent","positive"
"868","Tour of British Museum with Dani the Guide","Susan P","Jun 2020",5,"excellent","trust"
"869","Tour of British Museum with Dani the Guide","Susan P","Jun 2020",5,"found","joy"
"870","Tour of British Museum with Dani the Guide","Susan P","Jun 2020",5,"found","positive"
"871","Tour of British Museum with Dani the Guide","Susan P","Jun 2020",5,"found","trust"
"872","Tour of British Museum with Dani the Guide","Susan P","Jun 2020",5,"friendly","anticipation"
"873","Tour of British Museum with Dani the Guide","Susan P","Jun 2020",5,"friendly","joy"
"874","Tour of British Museum with Dani the Guide","Susan P","Jun 2020",5,"friendly","positive"
"875","Tour of British Museum with Dani the Guide","Susan P","Jun 2020",5,"friendly","trust"
"876","Tour of British Museum with Dani the Guide","Susan P","Jun 2020",5,"trip","surprise"
"877","Huge and very interesting","MichelGSfeir","Jun 2020",5,"building","positive"
"878","Huge and very interesting","MichelGSfeir","Jun 2020",5,"beautiful","joy"
"879","Huge and very interesting","MichelGSfeir","Jun 2020",5,"beautiful","positive"
"880","Huge and very interesting","MichelGSfeir","Jun 2020",5,"worth","positive"
"881","Huge and very interesting","MichelGSfeir","Jun 2020",5,"famous","positive"
"882","Incredibly well curated museum","Irma F","Jun 2020",5,"pretty","anticipation"
"883","Incredibly well curated museum","Irma F","Jun 2020",5,"pretty","joy"
"884","Incredibly well curated museum","Irma F","Jun 2020",5,"pretty","positive"
"885","Incredibly well curated museum","Irma F","Jun 2020",5,"pretty","trust"
"886","Incredibly well curated museum","Irma F","Jun 2020",5,"airport","anticipation"
"887","Great","Karl Smith","Jun 2020",5,"engaging","joy"
"888","Great","Karl Smith","Jun 2020",5,"engaging","positive"
"889","Great","Karl Smith","Jun 2020",5,"engaging","trust"
"890","Great","Karl Smith","Jun 2020",5,"content","joy"
"891","Great","Karl Smith","Jun 2020",5,"content","positive"
"892","Great","Karl Smith","Jun 2020",5,"content","trust"
"893","Great","Karl Smith","Jun 2020",5,"famous","positive"
"894","One of the best experience","Ben Simpson","Jun 2020",5,"visit","positive"
"895","Extensive Collection Great Museum! ","Jaycee Sarah Koh","Jun 2020",5,"visit","positive"
"896","Extensive Collection Great Museum! ","Jaycee Sarah Koh","Jun 2020",5,"extensive","positive"
"897","Extensive Collection Great Museum! ","Jaycee Sarah Koh","Jun 2020",5,"visit","positive"
"898","An amazing experience.","Sim121","May 2020",5,"recommend","positive"
"899","An amazing experience.","Sim121","May 2020",5,"recommend","trust"
"900","An amazing experience.","Sim121","May 2020",5,"rest","positive"
"901","An amazing experience.","Sim121","May 2020",5,"exhausted","negative"
"902","An amazing experience.","Sim121","May 2020",5,"exhausted","sadness"
"903","A great place to visit","Imran Qureshi","May 2020",5,"excellent","joy"
"904","A great place to visit","Imran Qureshi","May 2020",5,"excellent","positive"
"905","A great place to visit","Imran Qureshi","May 2020",5,"excellent","trust"
"906","A great place to visit","Imran Qureshi","May 2020",5,"educational","positive"
"907","A great place to visit","Imran Qureshi","May 2020",5,"educational","trust"
"908","A great place to visit","Imran Qureshi","May 2020",5,"clean","joy"
"909","A great place to visit","Imran Qureshi","May 2020",5,"clean","positive"
"910","A great place to visit","Imran Qureshi","May 2020",5,"clean","trust"
"911","A great place to visit","Imran Qureshi","May 2020",5,"helpful","joy"
"912","A great place to visit","Imran Qureshi","May 2020",5,"helpful","positive"
"913","A great place to visit","Imran Qureshi","May 2020",5,"helpful","trust"
"914","Exceptionally awesome collections","KodoDrummer","May 2020",5,"coming","anticipation"
"915","Exceptionally awesome collections","KodoDrummer","May 2020",5,"learn","positive"
"916","Exceptionally awesome collections","KodoDrummer","May 2020",5,"visit","positive"
"917","London staple for a rainy afternoon ","AnnMayTravelling","May 2020",4,"enjoy","anticipation"
"918","London staple for a rainy afternoon ","AnnMayTravelling","May 2020",4,"enjoy","joy"
"919","London staple for a rainy afternoon ","AnnMayTravelling","May 2020",4,"enjoy","positive"
"920","London staple for a rainy afternoon ","AnnMayTravelling","May 2020",4,"enjoy","trust"
"921","London staple for a rainy afternoon ","AnnMayTravelling","May 2020",4,"coming","anticipation"
"922","London staple for a rainy afternoon ","AnnMayTravelling","May 2020",4,"explore","anticipation"
"923","The Most Amazing Thing About The British Museum","Julian D","May 2020",3,"stolen","anger"
"924","The Most Amazing Thing About The British Museum","Julian D","May 2020",3,"stolen","negative"
"925","amazing collection","sanj","May 2020",5,"change","fear"
"926","amazing collection","sanj","May 2020",5,"cool","positive"
"927","amazing collection","sanj","May 2020",5,"robust","positive"
"928","amazing collection","sanj","May 2020",5,"treat","anger"
"929","amazing collection","sanj","May 2020",5,"treat","anticipation"
"930","amazing collection","sanj","May 2020",5,"treat","disgust"
"931","amazing collection","sanj","May 2020",5,"treat","fear"
"932","amazing collection","sanj","May 2020",5,"treat","joy"
"933","amazing collection","sanj","May 2020",5,"treat","negative"
"934","amazing collection","sanj","May 2020",5,"treat","positive"
"935","amazing collection","sanj","May 2020",5,"treat","sadness"
"936","amazing collection","sanj","May 2020",5,"treat","surprise"
"937","amazing collection","sanj","May 2020",5,"treat","trust"
"938","Worth the trip and free","clare b","May 2020",4,"beautiful","joy"
"939","Worth the trip and free","clare b","May 2020",4,"beautiful","positive"
"940","Worth the trip and free","clare b","May 2020",4,"building","positive"
"941","Worth the trip and free","clare b","May 2020",4,"trip","surprise"
"942","All you ever wanted to know about English History","Pedipod San Diego","May 2020",5,"ground","trust"
"943","All you ever wanted to know about English History","Pedipod San Diego","May 2020",5,"donation","positive"
"944","All you ever wanted to know about English History","Pedipod San Diego","May 2020",5,"expected","anticipation"
"945","All you ever wanted to know about English History","Pedipod San Diego","May 2020",5,"occupation","positive"
"946","All you ever wanted to know about English History","Pedipod San Diego","May 2020",5,"prominently","positive"
"947","Free access to unparalleled collection","Don Wright","May 2020",5,"argue","anger"
"948","Free access to unparalleled collection","Don Wright","May 2020",5,"argue","negative"
"949","Free access to unparalleled collection","Don Wright","May 2020",5,"visit","positive"
"950","Magnificent!","Barrett K","May 2020",5,"richness","positive"
"951","Magnificent!","Barrett K","May 2020",5,"gape","surprise"
"952","Cannot Miss This","Maddy","Apr 2020",5,"love","joy"
"953","Cannot Miss This","Maddy","Apr 2020",5,"love","positive"
"954","Cannot Miss This","Maddy","Apr 2020",5,"beautiful","joy"
"955","Cannot Miss This","Maddy","Apr 2020",5,"beautiful","positive"
"956","Cannot Miss This","Maddy","Apr 2020",5,"spectacular","anticipation"
"957","Cannot Miss This","Maddy","Apr 2020",5,"spectacular","surprise"
"958","Cannot Miss This","Maddy","Apr 2020",5,"visit","positive"
"959","Amazing museum!!!","Forex T","Apr 2020",5,"time","anticipation"
"960","Great way to spend a rainy day, or sunny for that matter","EricaK2013","Apr 2020",4,"cafe","positive"
"961","Great way to spend a rainy day, or sunny for that matter","EricaK2013","Apr 2020",4,"building","positive"
"962","Great way to spend a rainy day, or sunny for that matter","EricaK2013","Apr 2020",4,"beautiful","joy"
"963","Great way to spend a rainy day, or sunny for that matter","EricaK2013","Apr 2020",4,"beautiful","positive"
"964","Great Art and Museum","kevinha2190","Apr 2020",5,"art","anticipation"
"965","Great Art and Museum","kevinha2190","Apr 2020",5,"art","joy"
"966","Great Art and Museum","kevinha2190","Apr 2020",5,"art","positive"
"967","Great Art and Museum","kevinha2190","Apr 2020",5,"art","sadness"
"968","Great Art and Museum","kevinha2190","Apr 2020",5,"art","surprise"
"969","Great Art and Museum","kevinha2190","Apr 2020",5,"culture","positive"
"970","Great Art and Museum","kevinha2190","Apr 2020",5,"valuable","positive"
"971","Amazing!","ANNAHAMILTON912","Apr 2020",5,"visit","positive"
"972","Amazing!","ANNAHAMILTON912","Apr 2020",5,"skip","negative"
"973","Amazing!","ANNAHAMILTON912","Apr 2020",5,"regret","negative"
"974","Amazing!","ANNAHAMILTON912","Apr 2020",5,"regret","sadness"
"975","Amazing!","ANNAHAMILTON912","Apr 2020",5,"beautiful","joy"
"976","Amazing!","ANNAHAMILTON912","Apr 2020",5,"beautiful","positive"
"977","An Ark of Noah","Guidzi","Apr 2020",5,"ancient","negative"
"978","An Ark of Noah","Guidzi","Apr 2020",5,"religion","trust"
"979","An Ark of Noah","Guidzi","Apr 2020",5,"relics","sadness"
"980","Great museum!","Lildreamer L","Apr 2020",4,"lost","negative"
"981","Great museum!","Lildreamer L","Apr 2020",4,"lost","sadness"
"982","Great museum!","Lildreamer L","Apr 2020",4,"learn","positive"
"983","Great museum!","Lildreamer L","Apr 2020",4,"fee","anger"
"984","Great museum!","Lildreamer L","Apr 2020",4,"fee","negative"
"985","Stupendous.","Rami A","Apr 2020",5,"ancient","negative"
"986","So much to see","Extraordinary726552","Apr 2020",5,"treasure","anticipation"
"987","So much to see","Extraordinary726552","Apr 2020",5,"treasure","joy"
"988","So much to see","Extraordinary726552","Apr 2020",5,"treasure","positive"
"989","So much to see","Extraordinary726552","Apr 2020",5,"treasure","trust"
"990","So much to see","Extraordinary726552","Apr 2020",5,"time","anticipation"
"991","My last Visit Was 50 Years Ago","Mike O","Apr 2020",5,"visit","positive"
"992","My last Visit Was 50 Years Ago","Mike O","Apr 2020",5,"wonderful","joy"
"993","My last Visit Was 50 Years Ago","Mike O","Apr 2020",5,"wonderful","positive"
"994","My last Visit Was 50 Years Ago","Mike O","Apr 2020",5,"wonderful","surprise"
"995","My last Visit Was 50 Years Ago","Mike O","Apr 2020",5,"wonderful","trust"
"996","My last Visit Was 50 Years Ago","Mike O","Apr 2020",5,"boy","disgust"
"997","My last Visit Was 50 Years Ago","Mike O","Apr 2020",5,"boy","negative"
"998","My last Visit Was 50 Years Ago","Mike O","Apr 2020",5,"wonderful","joy"
"999","My last Visit Was 50 Years Ago","Mike O","Apr 2020",5,"wonderful","positive"
"1000","My last Visit Was 50 Years Ago","Mike O","Apr 2020",5,"wonderful","surprise"
"1001","My last Visit Was 50 Years Ago","Mike O","Apr 2020",5,"wonderful","trust"
"1002","My last Visit Was 50 Years Ago","Mike O","Apr 2020",5,"time","anticipation"
"1003","My last Visit Was 50 Years Ago","Mike O","Apr 2020",5,"machine","trust"
"1004","My last Visit Was 50 Years Ago","Mike O","Apr 2020",5,"art","anticipation"
"1005","My last Visit Was 50 Years Ago","Mike O","Apr 2020",5,"art","joy"
"1006","My last Visit Was 50 Years Ago","Mike O","Apr 2020",5,"art","positive"
"1007","My last Visit Was 50 Years Ago","Mike O","Apr 2020",5,"art","sadness"
"1008","My last Visit Was 50 Years Ago","Mike O","Apr 2020",5,"art","surprise"
"1009","My last Visit Was 50 Years Ago","Mike O","Apr 2020",5,"beauty","joy"
"1010","My last Visit Was 50 Years Ago","Mike O","Apr 2020",5,"beauty","positive"
"1011","One of the great museums","Blabbott","Apr 2020",5,"deal","anticipation"
"1012","One of the great museums","Blabbott","Apr 2020",5,"deal","joy"
"1013","One of the great museums","Blabbott","Apr 2020",5,"deal","positive"
"1014","One of the great museums","Blabbott","Apr 2020",5,"deal","surprise"
"1015","One of the great museums","Blabbott","Apr 2020",5,"deal","trust"
"1016","Best museum ever","dan h","Apr 2020",4,"real","positive"
"1017","Best museum ever","dan h","Apr 2020",4,"real","trust"
"1018","Best museum ever","dan h","Apr 2020",4,"fake","negative"
"1019","Best museum ever","dan h","Apr 2020",4,"money","anger"
"1020","Best museum ever","dan h","Apr 2020",4,"money","anticipation"
"1021","Best museum ever","dan h","Apr 2020",4,"money","joy"
"1022","Best museum ever","dan h","Apr 2020",4,"money","positive"
"1023","Best museum ever","dan h","Apr 2020",4,"money","surprise"
"1024","Best museum ever","dan h","Apr 2020",4,"money","trust"
"1025","Best museum ever","dan h","Apr 2020",4,"excellent","joy"
"1026","Best museum ever","dan h","Apr 2020",4,"excellent","positive"
"1027","Best museum ever","dan h","Apr 2020",4,"excellent","trust"
"1028","#culture","Tzatsy","Apr 2020",5,"plan","anticipation"
"1029","#culture","Tzatsy","Apr 2020",5,"recommend","positive"
"1030","#culture","Tzatsy","Apr 2020",5,"recommend","trust"
"1031","#culture","Tzatsy","Apr 2020",5,"time","anticipation"
"1032","Incredible","J B","Apr 2020",5,"plan","anticipation"
"1033","Incredible","J B","Apr 2020",5,"minimum","negative"
"1034","Incredible","J B","Apr 2020",5,"traveling","positive"
"1035","Beyond amazing","TravelinSuz","Apr 2020",5,"top","anticipation"
"1036","Beyond amazing","TravelinSuz","Apr 2020",5,"top","positive"
"1037","Beyond amazing","TravelinSuz","Apr 2020",5,"top","trust"
"1038","Beyond amazing","TravelinSuz","Apr 2020",5,"worth","positive"
"1039","Beyond amazing","TravelinSuz","Apr 2020",5,"visit","positive"
"1040","Colossal Museum Best Seen When one has limited time","Dell A","Apr 2020",5,"opportunity","anticipation"
"1041","Colossal Museum Best Seen When one has limited time","Dell A","Apr 2020",5,"opportunity","positive"
"1042","Colossal Museum Best Seen When one has limited time","Dell A","Apr 2020",5,"visit","positive"
"1043","Colossal Museum Best Seen When one has limited time","Dell A","Apr 2020",5,"perfect","anticipation"
"1044","Colossal Museum Best Seen When one has limited time","Dell A","Apr 2020",5,"perfect","joy"
"1045","Colossal Museum Best Seen When one has limited time","Dell A","Apr 2020",5,"perfect","positive"
"1046","Colossal Museum Best Seen When one has limited time","Dell A","Apr 2020",5,"perfect","trust"
"1047","Colossal Museum Best Seen When one has limited time","Dell A","Apr 2020",5,"ancient","negative"
"1048","Colossal Museum Best Seen When one has limited time","Dell A","Apr 2020",5,"art","anticipation"
"1049","Colossal Museum Best Seen When one has limited time","Dell A","Apr 2020",5,"art","joy"
"1050","Colossal Museum Best Seen When one has limited time","Dell A","Apr 2020",5,"art","positive"
"1051","Colossal Museum Best Seen When one has limited time","Dell A","Apr 2020",5,"art","sadness"
"1052","Colossal Museum Best Seen When one has limited time","Dell A","Apr 2020",5,"art","surprise"
"1053","LONG OVERDUE RETURN VISIT","Sheri Laizer","Apr 2020",5,"lucky","joy"
"1054","LONG OVERDUE RETURN VISIT","Sheri Laizer","Apr 2020",5,"lucky","positive"
"1055","LONG OVERDUE RETURN VISIT","Sheri Laizer","Apr 2020",5,"lucky","surprise"
"1056","LONG OVERDUE RETURN VISIT","Sheri Laizer","Apr 2020",5,"happy","anticipation"
"1057","LONG OVERDUE RETURN VISIT","Sheri Laizer","Apr 2020",5,"happy","joy"
"1058","LONG OVERDUE RETURN VISIT","Sheri Laizer","Apr 2020",5,"happy","positive"
"1059","LONG OVERDUE RETURN VISIT","Sheri Laizer","Apr 2020",5,"happy","trust"
"1060","LONG OVERDUE RETURN VISIT","Sheri Laizer","Apr 2020",5,"destruction","anger"
"1061","LONG OVERDUE RETURN VISIT","Sheri Laizer","Apr 2020",5,"destruction","negative"
"1062","LONG OVERDUE RETURN VISIT","Sheri Laizer","Apr 2020",5,"wrought","negative"
"1063","A must do when in London","Jennifer","Apr 2020",5,"famous","positive"
"1064","A must do when in London","Jennifer","Apr 2020",5,"statue","positive"
"1065","A must do when in London","Jennifer","Apr 2020",5,"stone","anger"
"1066","A must do when in London","Jennifer","Apr 2020",5,"stone","negative"
"1067","A must do when in London","Jennifer","Apr 2020",5,"pretty","anticipation"
"1068","A must do when in London","Jennifer","Apr 2020",5,"pretty","joy"
"1069","A must do when in London","Jennifer","Apr 2020",5,"pretty","positive"
"1070","A must do when in London","Jennifer","Apr 2020",5,"pretty","trust"
"1071","A must do when in London","Jennifer","Apr 2020",5,"plan","anticipation"
"1072","A must do when in London","Jennifer","Apr 2020",5,"visit","positive"
"1073","A must do when in London","Jennifer","Apr 2020",5,"advance","anticipation"
"1074","A must do when in London","Jennifer","Apr 2020",5,"advance","fear"
"1075","A must do when in London","Jennifer","Apr 2020",5,"advance","joy"
"1076","A must do when in London","Jennifer","Apr 2020",5,"advance","positive"
"1077","A must do when in London","Jennifer","Apr 2020",5,"advance","surprise"
"1078","Tea","The Cornish Cockney","Apr 2020",3,"effective","positive"
"1079","Tea","The Cornish Cockney","Apr 2020",3,"effective","trust"
"1080","Tea","The Cornish Cockney","Apr 2020",3,"visit","positive"
"1081","gg","ryan","Apr 2020",5,"mystery","anticipation"
"1082","gg","ryan","Apr 2020",5,"mystery","surprise"
"1083","gg","ryan","Apr 2020",5,"missing","fear"
"1084","gg","ryan","Apr 2020",5,"missing","negative"
"1085","gg","ryan","Apr 2020",5,"missing","sadness"
"1086","BRITISH VARIETY","Natasha Smith","Apr 2020",4,"time","anticipation"
"1087","BRITISH VARIETY","Natasha Smith","Apr 2020",4,"change","fear"
"1088","Amazing museum","Anastasia H","Apr 2020",5,"interior","disgust"
"1089","Amazing museum","Anastasia H","Apr 2020",5,"interior","positive"
"1090","Amazing museum","Anastasia H","Apr 2020",5,"interior","trust"
"1091","Amazing museum","Anastasia H","Apr 2020",5,"visit","positive"
"1092","WOW","Ana G","Mar 2020",5,"wonderful","joy"
"1093","WOW","Ana G","Mar 2020",5,"wonderful","positive"
"1094","WOW","Ana G","Mar 2020",5,"wonderful","surprise"
"1095","WOW","Ana G","Mar 2020",5,"wonderful","trust"
"1096","WOW","Ana G","Mar 2020",5,"building","positive"
"1097","WOW","Ana G","Mar 2020",5,"love","joy"
"1098","WOW","Ana G","Mar 2020",5,"love","positive"
"1099","WOW","Ana G","Mar 2020",5,"ancient","negative"
"1100","Huge variety of antiquities and gorgeous architecture","EvaSUK","Mar 2020",5,"love","joy"
"1101","Huge variety of antiquities and gorgeous architecture","EvaSUK","Mar 2020",5,"love","positive"
"1102","Huge variety of antiquities and gorgeous architecture","EvaSUK","Mar 2020",5,"stone","anger"
"1103","Huge variety of antiquities and gorgeous architecture","EvaSUK","Mar 2020",5,"stone","negative"
"1104","FREE TO EVERYONE.","kevin w","Mar 2020",5,"love","joy"
"1105","FREE TO EVERYONE.","kevin w","Mar 2020",5,"love","positive"
"1106","FREE TO EVERYONE.","kevin w","Mar 2020",5,"love","joy"
"1107","FREE TO EVERYONE.","kevin w","Mar 2020",5,"love","positive"
"1108","worth a visit , even a quick one","soph8882020","Mar 2020",4,"saint","anticipation"
"1109","worth a visit , even a quick one","soph8882020","Mar 2020",4,"saint","joy"
"1110","worth a visit , even a quick one","soph8882020","Mar 2020",4,"saint","positive"
"1111","worth a visit , even a quick one","soph8882020","Mar 2020",4,"saint","surprise"
"1112","worth a visit , even a quick one","soph8882020","Mar 2020",4,"saint","trust"
"1113","worth a visit , even a quick one","soph8882020","Mar 2020",4,"worth","positive"
"1114","worth a visit , even a quick one","soph8882020","Mar 2020",4,"visit","positive"
"1115","Awesome","Dave H","Mar 2020",5,"wonderful","joy"
"1116","Awesome","Dave H","Mar 2020",5,"wonderful","positive"
"1117","Awesome","Dave H","Mar 2020",5,"wonderful","surprise"
"1118","Awesome","Dave H","Mar 2020",5,"wonderful","trust"
"1119","Never Enough Time","CANNOMAD","Mar 2020",5,"attraction","positive"
"1120","Never Enough Time","CANNOMAD","Mar 2020",5,"stone","anger"
"1121","Never Enough Time","CANNOMAD","Mar 2020",5,"stone","negative"
"1122","Worth visiting & revisiting - a great, extensive collection of fascinating artefacts","Kh-me","Mar 2020",5,"visit","positive"
"1123","Worth visiting & revisiting - a great, extensive collection of fascinating artefacts","Kh-me","Mar 2020",5,"visit","positive"
"1124","Worth visiting & revisiting - a great, extensive collection of fascinating artefacts","Kh-me","Mar 2020",5,"extra","positive"
"1125","Worth visiting & revisiting - a great, extensive collection of fascinating artefacts","Kh-me","Mar 2020",5,"information","positive"
"1126","A vast storehouse of amazing artifacts, so much to see, but can be overwhelming","Jdessart","Mar 2020",4,"love","joy"
"1127","A vast storehouse of amazing artifacts, so much to see, but can be overwhelming","Jdessart","Mar 2020",4,"love","positive"
"1128","A vast storehouse of amazing artifacts, so much to see, but can be overwhelming","Jdessart","Mar 2020",4,"visit","positive"
"1129","A vast storehouse of amazing artifacts, so much to see, but can be overwhelming","Jdessart","Mar 2020",4,"stone","anger"
"1130","A vast storehouse of amazing artifacts, so much to see, but can be overwhelming","Jdessart","Mar 2020",4,"stone","negative"
"1131","A storehouse of information","Dhanvantari","Mar 2020",4,"helpful","joy"
"1132","A storehouse of information","Dhanvantari","Mar 2020",4,"helpful","positive"
"1133","A storehouse of information","Dhanvantari","Mar 2020",4,"helpful","trust"
"1134","A storehouse of information","Dhanvantari","Mar 2020",4,"focus","positive"
"1135","A storehouse of information","Dhanvantari","Mar 2020",4,"providing","anticipation"
"1136","A storehouse of information","Dhanvantari","Mar 2020",4,"providing","joy"
"1137","A storehouse of information","Dhanvantari","Mar 2020",4,"providing","positive"
"1138","A storehouse of information","Dhanvantari","Mar 2020",4,"providing","trust"
"1139","A storehouse of information","Dhanvantari","Mar 2020",4,"knowledge","positive"
"1140","A storehouse of information","Dhanvantari","Mar 2020",4,"base","trust"
"1141","Great Collection","j w","Mar 2020",5,"culture","positive"
"1142","Great Collection","j w","Mar 2020",5,"personal","trust"
"1143","Great Collection","j w","Mar 2020",5,"donation","positive"
"1144","Great Collection","j w","Mar 2020",5,"lucky","joy"
"1145","Great Collection","j w","Mar 2020",5,"lucky","positive"
"1146","Great Collection","j w","Mar 2020",5,"lucky","surprise"
"1147","Always worth a visit","Sarahp468","Mar 2020",4,"learn","positive"
"1148","Worth visiting.","NicoleTO","Mar 2020",4,"visit","positive"
"1149","Worth visiting.","NicoleTO","Mar 2020",4,"spent","negative"
"1150","Very informative, shame about the Marbles","David S","Mar 2020",4,"beautiful","joy"
"1151","Very informative, shame about the Marbles","David S","Mar 2020",4,"beautiful","positive"
"1152","Great","David G","Mar 2020",4,"recommend","positive"
"1153","Great","David G","Mar 2020",4,"recommend","trust"
"1154","Great","David G","Mar 2020",4,"worth","positive"
"1155","Great","David G","Mar 2020",4,"visit","positive"
"1156","Fantastic place","Beccafrankie","Mar 2020",5,"information","positive"
"1157","Fantastic place","Beccafrankie","Mar 2020",5,"beautiful","joy"
"1158","Fantastic place","Beccafrankie","Mar 2020",5,"beautiful","positive"
"1159","Fantastic place","Beccafrankie","Mar 2020",5,"building","positive"
"1160","Outstanding Museum","Candy","Mar 2020",5,"visit","positive"
"1161","Outstanding Museum","Candy","Mar 2020",5,"visit","positive"
"1162","Outstanding Museum","Candy","Mar 2020",5,"brilliant","anticipation"
"1163","Outstanding Museum","Candy","Mar 2020",5,"brilliant","joy"
"1164","Outstanding Museum","Candy","Mar 2020",5,"brilliant","positive"
"1165","Outstanding Museum","Candy","Mar 2020",5,"brilliant","trust"
"1166","Awesome exhibits","Shobha d","Mar 2020",5,"time","anticipation"
"1167","Awesome exhibits","Shobha d","Mar 2020",5,"visitor","anticipation"
"1168","Awesome exhibits","Shobha d","Mar 2020",5,"visitor","joy"
"1169","Awesome exhibits","Shobha d","Mar 2020",5,"visitor","positive"
"1170","Awesome exhibits","Shobha d","Mar 2020",5,"cover","trust"
"1171","Awesome exhibits","Shobha d","Mar 2020",5,"time","anticipation"
"1172","Worth a visit","_seymour_mark","Mar 2020",5,"worth","positive"
